CENSUS_YEAR,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2019,14,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",2,4,1,1,0,0,0,0,0
2018,3,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17491,57051,17074,209,15135,23,153,12,20
2014,5,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,16,85,10,6,0,0,0,0,0
2018,3,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1142,2838,1084,25,843,1,16,2,14
2019,14,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",7,1318,7,0,0,0,0,0,0
2019,14,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,0,0,2,0,0,0,0,0
2018,1,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,22969,66359,22496,291,20581,59,93,14,16
2018,1,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1910,4322,1819,70,1128,5,6,6,4
2018,1,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,79,108,59,10,17,0,10,0,0
2018,1,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,4902,7405,4589,296,1841,7,1,2,7
2018,1,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3879,7759,3706,153,2217,13,3,2,2
2018,1,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,496,892,470,26,411,0,0,0,0
2018,1,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,615,844,504,87,33,2,1,20,1
2018,1,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",5,10,2,3,0,0,0,0,0
2018,1,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,2,0,2,0,0,0,0,0,0
2018,1,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",2,5,1,1,0,0,0,0,0
2018,1,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",4,540,4,0,0,0,0,0,0
2018,1,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",14,86,13,1,0,0,0,0,0
2018,1,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,10,94,10,0,0,0,0,0,0
2018,2,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,22235,70307,21640,319,19853,30,209,6,31
2018,2,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1117,2704,1065,18,926,2,25,0,7
2018,2,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,97,207,95,2,80,0,0,0,0
2018,2,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,3146,4474,2538,352,1438,8,234,3,11
2018,2,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",4333,9288,3983,169,2926,6,155,1,19
2018,2,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,310,466,301,8,295,0,0,1,0
2018,2,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,219,368,185,23,27,2,0,8,1
2018,2,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",6,690,6,0,0,0,0,0,0
2010,3,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,6,1,1,4,0,0,1,0,0
2018,2,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",4,970,3,1,0,0,0,0,0
2018,2,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,1,1,0,0,0,0,0,0
2018,3,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,95,186,92,3,31,0,0,0,0
2018,3,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2553,4143,2321,130,1451,8,59,35,0
2018,3,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2187,4945,2058,63,1297,3,52,5,6
2018,3,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,2,0,0,0,0,0,0,0,2
2018,3,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,259,432,195,45,32,1,0,18,0
2018,3,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",3,282,3,0,0,0,0,0,0
2018,4,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,24759,65862,24103,452,20491,114,52,19,19
2018,4,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",3714,9193,3515,160,1723,18,11,5,5
2018,4,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,185,282,169,10,14,6,0,0,0
2018,4,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,4362,6581,4076,255,805,10,7,2,12
2018,4,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",5233,12539,4985,222,2001,10,1,2,13
2018,4,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,126,236,125,1,113,0,0,0,0
2018,4,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,1984,2656,1478,341,110,10,0,148,7
2018,4,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,4,1,1,1,0,0,0,2,0
2018,4,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",6,9,5,0,0,0,0,0,1
2018,4,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",2,200,2,0,0,0,0,0,0
2018,4,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,3,50,1,0,0,1,0,1,0
2018,5,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17327,67798,16784,345,13940,23,114,13,48
2018,5,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1874,5913,1747,76,1261,5,43,0,3
2018,5,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,85,109,41,31,36,1,12,0,0
2018,5,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,3178,6821,2918,250,1259,0,0,1,9
